fid,pid,side,cc,opp_cc,name,position,ot_overall,ot_vs_weak,ot_vs_strong,ot_vs_medium,att_overall,matches_played,n_vs_weak,n_vs_strong,n_vs_medium,is_FW,is_MF,is_DF,is_GK,ot_x_FW,ot_x_DF,opp_gc_per_match,team_favoredness,ot_overall_weighted,ot_position_adjusted,own_team_capacity,opp_team_capacity,ot_overall_strength_adj,att_overall_strength_adj,shots_on_target_actual,y
f1359205,483526,away,NED,TUN,Tijjani REIJNDERS,2,0.0,-1.0,-1.0,0.0,0.698,1.4333333333333333,0,0,1.4333333333333333,0,1,0,0,0,0,4.5,2.25,0.0,0.0,6.5,1.0,0.0,0.789,2,1
f1359205,422657,away,NED,TUN,Frenkie DE JONG,2,0.0,-1.0,-1.0,0.0,0.0,1.7333333333333334,0,0,1.7333333333333334,0,1,0,0,0,0,4.5,2.25,0.0,0.0,6.5,1.0,0.0,0.0,0,0
f1359205,448152,away,NED,TUN,Cody GAKPO,3,2.586,-1.0,-1.0,2.586,3.621,1.9333333333333333,0,0,1.9333333333333333,1,0,0,0,0,0,4.5,2.25,1.293,2.586,6.5,1.0,2.761,3.791,0,0
f1359205,433066,away,NED,TUN,Donyell Malen,3,2.571,-1.0,-1.0,2.571,2.571,0.7777777777777778,0,0,0.7777777777777778,1,0,0,0,0,0,4.5,2.25,1.286,2.571,6.5,1.0,2.571,2.571,0,0
f1359205,424051,away,NED,TUN,Brian BROBBEY,3,2.118,-1.0,-1.0,2.118,2.118,0.9444444444444444,0,0,0.9444444444444444,1,0,0,0,0,0,4.5,2.25,1.059,2.118,6.5,1.0,2.189,2.189,1,1
f1359241,405530,home,JPN,SWE,Zion Suzuki,0,0.0,-1.0,0.0,0.0,0.0,2.1555555555555554,0,1.0777777777777777,1.0777777777777777,0,0,0,1,0.0,0.0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.0,0,0
f1359241,405528,home,JPN,SWE,Yukinari Sugawara,1,2.0,-1.0,4.091,0.0,2.0,0.5,0,0.24444444444444444,0.25555555555555554,0,0,1,0,0.0,4.091,3.0,-0.0,1.0,0.8,3.0,7.5,3.739,3.739,1,1
f1359241,400511,home,JPN,SWE,Kou ITAKURA,1,0.0,-1.0,-1.0,0.0,0.0,1.0777777777777777,0,0,1.0777777777777777,0,0,1,0,0,0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.0,0,0
f1359241,403274,home,JPN,SWE,Hiroki ITO,1,0.0,-1.0,0.0,0.0,0.464,2.1555555555555554,0,1.0777777777777777,1.0777777777777777,0,0,1,0,0.0,0.0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.851,0,0
f1359241,400514,home,JPN,SWE,Ao TANAKA,2,0.0,-1.0,-1.0,0.0,0.928,1.0777777777777777,0,0,1.0777777777777777,0,1,0,0,0,0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.928,0,0
f1359241,391646,home,JPN,SWE,Ritsu DOAN,2,0.0,-1.0,0.0,0.0,0.0,1.6555555555555554,0,0.8333333333333334,0.8222222222222222,0,1,0,0,0.0,0.0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.0,0,0
f1359241,430407,home,JPN,SWE,Daizen MAEDA,2,0.0,-1.0,0.0,-1.0,0.0,0.7333333333333333,0,0.7333333333333333,0,0,1,0,0,0.0,0.0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.0,1,1
f1359241,405522,home,JPN,SWE,Keito Nakamura,2,0.514,-1.0,0.928,0.0,2.057,1.9444444444444444,0,1.0777777777777777,0.8666666666666667,0,1,0,0,0.0,0.0,3.0,-0.0,0.257,0.463,3.0,7.5,0.865,2.674,1,1
f1359241,448557,home,JPN,SWE,Daichi KAMADA,2,0.0,-1.0,0.0,0.0,0.0,1.9,0,1.0777777777777777,0.8222222222222222,0,1,0,0,0.0,0.0,3.0,-0.0,0.0,0.0,3.0,7.5,0.0,0.0,0,0
f1359241,430413,home,JPN,SWE,Ayase UEDA,3,1.607,-1.0,0.0,3.214,3.214,1.8666666666666667,0,0.9333333333333333,0.9333333333333333,1,0,0,0,0.0,0.0,3.0,-0.0,0.803,1.607,3.0,7.5,0.265,1.425,0,0
f1359241,483304,away,SWE,JPN,Gustaf LAGERBIELKE,1,0.466,-1.0,0.938,0.0,0.466,2.1444444444444444,0,1.0666666666666667,1.0777777777777777,0,0,1,0,0.0,0.938,1.0,0.0,0.466,0.186,7.5,3.0,0.443,0.443,0,0
f1359241,395283,away,SWE,JPN,Victor LINDELOF,1,0.0,-1.0,0.0,0.0,0.466,2.1444444444444444,0,1.0666666666666667,1.0777777777777777,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,3.0,0.0,0.489,0,0
f1359241,483312,away,SWE,JPN,Isak HIEN,1,0.0,-1.0,0.0,0.0,0.0,2.1444444444444444,0,1.0666666666666667,1.0777777777777777,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,3.0,0.0,0.0,0,0
f1359241,483276,away,SWE,JPN,Gabriel GUDMUNDSSON,1,0.0,-1.0,0.0,0.0,0.0,1.7444444444444445,0,1.0333333333333334,0.7111111111111111,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,3.0,0.0,0.0,0,0
f1359241,502945,away,SWE,JPN,Alexander BERNHARDSSON,1,0.0,-1.0,0.0,0.0,0.0,1.6111111111111112,0,0.6111111111111112,1.0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,3.0,0.0,0.0,1,1
f1359241,489688,away,SWE,JPN,Yasin AYARI,2,1.534,-1.0,1.139,1.856,3.58,1.9555555555555555,0,0.8777777777777778,1.0777777777777777,0,1,0,0,0.0,0.0,1.0,0.0,0.767,1.381,7.5,3.0,1.552,3.486,0,0
f1359241,430150,away,SWE,JPN,Alexander Isak,3,1.452,-1.0,0.938,2.0,1.935,2.0666666666666664,0,1.0666666666666667,1.0,1,0,0,0,0.938,0.0,1.0,0.0,1.452,1.452,7.5,3.0,1.478,1.987,2,1
f1359241,441137,away,SWE,JPN,Anthony ELANGA,3,1.875,-1.0,2.195,0.0,1.875,0.5333333333333333,0,0.45555555555555555,0.07777777777777778,1,0,0,0,2.195,0.0,1.0,0.0,0.938,1.875,7.5,3.0,1.847,1.847,2,1
f1359241,483327,away,SWE,JPN,Viktor GYOKERES,3,2.332,-1.0,2.812,1.856,4.663,2.1444444444444444,0,1.0666666666666667,1.0777777777777777,1,0,0,0,2.812,0.0,1.0,0.0,2.332,2.332,7.5,3.0,2.308,4.662,0,0
f1359193,441181,home,TUR,USA,Ugurcan CAKIR,0,0.0,-1.0,-1.0,0.0,0.0,2.177777777777778,0,0,2.177777777777778,0,0,0,1,0,0,0.5,-0.0,0.0,0.0,6.0,4.0,0.0,0.0,0,0
f1359193,433072,home,TUR,USA,Zeki CELIK,1,1.125,-1.0,-1.0,1.125,1.125,0.8888888888888888,0,0,0.8888888888888888,0,0,1,0,0,0,0.5,-0.0,0.562,0.45,6.0,4.0,1.125,1.125,0,0
f1359193,484082,home,TUR,USA,Abdulkerim BARDAKCI,1,0.0,-1.0,-1.0,0.0,0.984,2.033333333333333,0,0,2.033333333333333,0,0,1,0,0,0,0.5,-0.0,0.0,0.0,6.0,4.0,0.0,0.957,0,0
f1359193,433118,home,TUR,USA,Orkun KOKCU,2,0.0,-1.0,-1.0,0.0,1.2,0.8333333333333333,0,0,0.8333333333333333,0,1,0,0,0,0,0.5,-0.0,0.0,0.0,6.0,4.0,0.0,1.35,1,1
f1359193,484087,home,TUR,USA,Arda GULER,3,1.378,-1.0,-1.0,1.378,5.051,2.177777777777778,0,0,2.177777777777778,1,0,0,0,0,0,0.5,-0.0,1.378,1.378,6.0,4.0,2.036,6.161,1,1
f1359193,484112,home,TUR,USA,Kenan YILDIZ,3,0.459,-1.0,-1.0,0.459,5.51,2.177777777777778,0,0,2.177777777777778,1,0,0,0,0,0,0.5,-0.0,0.459,0.459,6.0,4.0,0.244,5.537,0,0
f1359193,484139,home,TUR,USA,Baris Alper YILMAZ,3,0.0,-1.0,-1.0,0.0,0.909,1.1,0,0,1.1,1,0,0,0,0,0,0.5,-0.0,0.0,0.0,6.0,4.0,0.0,0.909,0,0
f1359193,390259,away,USA,TUR,Weston McKENNIE,2,0.0,-1.0,-1.0,0.0,0.923,2.166666666666667,0,0,2.166666666666667,0,1,0,0,0,0,1.5,0.0,0.0,0.0,4.0,6.0,0.0,1.121,1,1
f1359193,499912,away,USA,TUR,Sebastian BERHALTER,2,0.0,-1.0,-1.0,0.0,0.726,1.3777777777777778,0,0,1.3777777777777778,0,1,0,0,0,0,1.5,0.0,0.0,0.0,4.0,6.0,0.0,0.655,1,1
f1359193,419082,away,USA,TUR,Ricardo PEPI,3,0.0,-1.0,-1.0,0.0,2.673,1.1222222222222222,0,0,1.1222222222222222,1,0,0,0,0,0,1.5,0.0,0.0,0.0,4.0,6.0,0.0,2.606,0,0
f1359235,494531,home,PAR,AUS,Orlando GILL,0,0.0,-1.0,0.0,-1.0,0.0,2.2,0,2.2,0,0,0,0,1,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,0.0,0,0
f1359235,486875,home,PAR,AUS,Gustavo VELAZQUEZ,1,0.0,-1.0,0.0,-1.0,0.0,0.5777777777777777,0,0.5777777777777777,0,0,0,1,0,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,0.0,0,0
f1359235,431202,home,PAR,AUS,Omar ALDERETE,1,0.0,-1.0,0.0,-1.0,0.455,2.2,0,2.2,0,0,0,1,0,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,0.263,0,0
f1359235,479601,home,PAR,AUS,Juan Jose CACERES,1,0.562,-1.0,0.562,-1.0,0.562,1.7777777777777777,0,1.7777777777777777,0,0,0,1,0,0.0,0.562,1.0,-0.0,0.281,0.225,1.5,3.0,0.327,0.327,0,0
f1359235,369744,home,PAR,AUS,Gustavo GOMEZ,1,0.0,-1.0,0.0,-1.0,0.455,2.2,0,2.2,0,0,0,1,0,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,0.263,0,0
f1359235,463128,home,PAR,AUS,Diego GOMEZ,2,0.0,-1.0,0.0,-1.0,3.082,1.6222222222222222,0,1.6222222222222222,0,0,1,0,0,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,3.733,0,0
f1359235,385306,home,PAR,AUS,Andres CUBAS,2,0.0,-1.0,0.0,-1.0,0.0,2.2,0,2.2,0,0,1,0,0,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,0.0,0,0
f1359235,424422,home,PAR,AUS,Matias GALARZA,2,0.989,-1.0,0.989,-1.0,1.978,1.011111111111111,0,1.011111111111111,0,0,1,0,0,0.0,0.0,1.0,-0.0,0.494,0.89,1.5,3.0,0.989,1.978,0,0
f1359235,441234,home,PAR,AUS,Julio ENCISO,3,0.0,-1.0,0.0,-1.0,1.421,2.111111111111111,0,2.111111111111111,0,1,0,0,0,0.0,0.0,1.0,-0.0,0.0,0.0,1.5,3.0,0.0,1.593,0,0
f1359235,494557,away,AUS,PAR,Patrick BEACH,0,0.0,-1.0,0.0,-1.0,0.0,2.177777777777778,0,2.177777777777778,0,0,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0,0
f1359235,448014,away,AUS,PAR,Alessandro CIRCATI,1,0.0,-1.0,0.0,-1.0,0.918,2.177777777777778,0,2.177777777777778,0,0,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.5,0.0,0.919,0,0
f1359235,423522,away,AUS,PAR,Jordan BOS,1,0.0,-1.0,0.0,-1.0,0.989,2.022222222222222,0,2.022222222222222,0,0,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.5,0.0,1.026,2,1
f1359235,430442,away,AUS,PAR,Harry SOUTTAR,1,0.459,-1.0,0.459,-1.0,0.459,2.177777777777778,0,2.177777777777778,0,0,0,1,0,0.0,0.459,2.0,0.0,0.459,0.184,3.0,1.5,0.475,0.475,0,0
f1359235,430452,away,AUS,PAR,Connor METCALFE,2,0.918,-1.0,0.918,-1.0,0.918,2.177777777777778,0,2.177777777777778,0,0,1,0,0,0.0,0.0,2.0,0.0,0.918,0.826,3.0,1.5,0.919,0.919,0,0
f1359235,430440,away,AUS,PAR,Aiden ONEILL,2,0.0,-1.0,0.0,-1.0,0.0,2.177777777777778,0,2.177777777777778,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0,0
f1359235,486306,away,AUS,PAR,Nestory IRANKUNDA,3,1.125,-1.0,1.125,-1.0,1.125,1.777777777777778,0,1.777777777777778,0,1,0,0,0,1.125,0.0,2.0,0.0,0.562,1.125,3.0,1.5,1.173,1.173,0,0
f1359214,483442,home,NOR,FRA,Patrick BERG,2,0.0,-1.0,-1.0,0.0,0.0,1.3111111111111111,0,0,1.3111111111111111,0,1,0,0,0,0,0.5,-1.25,0.0,0.0,6.0,6.5,0.0,0.0,0,0
f1359214,483497,home,NOR,FRA,Fredrik AURSNES,2,0.0,-1.0,-1.0,0.0,0.0,0.8111111111111111,0,0,0.8111111111111111,0,1,0,0,0,0,0.5,-1.25,0.0,0.0,6.0,6.5,0.0,0.0,0,0
f1359214,494626,home,NOR,FRA,Andreas SCHJELDERUP,2,0.0,-1.0,-1.0,0.0,0.0,0.6111111111111112,0,0,0.6111111111111112,0,1,0,0,0,0,0.5,-1.25,0.0,0.0,6.0,6.5,0.0,0.0,0,0
f1359214,448332,away,FRA,NOR,Mike MAIGNAN,0,0.0,0.0,-1.0,0.0,0.0,2.144444444444445,1.0333333333333334,0,1.1111111111111112,0,0,0,1,0,0,1.5,1.25,0.0,0.0,6.5,6.0,0.0,0.0,0,0
f1359214,389876,away,FRA,NOR,Dayot UPAMECANO,1,0.0,0.0,-1.0,0.0,0.0,2.144444444444445,1.0333333333333334,0,1.1111111111111112,0,0,1,0,0,0,1.5,1.25,0.0,0.0,6.5,6.0,0.0,0.0,0,0
f1359214,430707,away,FRA,NOR,Jules KOUNDE,1,0.0,0.0,-1.0,0.0,0.0,2.033333333333333,0.9222222222222223,0,1.1111111111111112,0,0,1,0,0,0,1.5,1.25,0.0,0.0,6.5,6.0,0.0,0.0,0,0
f1359214,408042,away,FRA,NOR,Theo HERNANDEZ,1,0.0,-1.0,-1.0,0.0,0.9,1.1111111111111112,0,0,1.1111111111111112,0,0,1,0,0,0,1.5,1.25,0.0,0.0,6.5,6.0,0.0,0.9,0,0
f1359214,485677,away,FRA,NOR,Manu KONE,2,0.0,0.0,-1.0,-1.0,0.968,1.0333333333333334,1.0333333333333334,0,0,0,1,0,0,0,0,1.5,1.25,0.0,0.0,6.5,6.0,0.0,0.968,1,1
f1359214,405893,away,FRA,NOR,Aurelien TCHOUAMENI,2,0.0,-1.0,-1.0,0.0,0.0,1.1111111111111112,0,0,1.1111111111111112,0,1,0,0,0,0,1.5,1.25,0.0,0.0,6.5,6.0,0.0,0.0,0,0
f1359214,398680,away,FRA,NOR,Ousmane DEMBELE,3,1.216,2.647,-1.0,0.0,3.041,1.6444444444444444,0.7555555555555555,0,0.8888888888888888,1,0,0,0,0,0,1.5,1.25,0.608,1.216,6.5,6.0,0.269,1.549,3,1
f1359214,389867,away,FRA,NOR,Kylian MBAPPE,3,3.298,2.967,-1.0,3.6,5.654,2.1222222222222222,1.011111111111111,0,1.1111111111111112,1,0,0,0,0,0,1.5,1.25,3.298,3.298,6.5,6.0,3.532,4.067,2,1
f1359214,485655,away,FRA,NOR,Michael OLISE,3,1.071,0.0,-1.0,1.8,2.679,1.8666666666666667,0.7555555555555555,0,1.1111111111111112,1,0,0,0,0,0,1.5,1.25,0.535,1.071,6.5,6.0,1.65,1.98,0,0
f1359214,464114,away,FRA,NOR,Desire DOUE,3,0.804,0.0,-1.0,1.034,1.607,1.2444444444444445,0.2777777777777778,0,0.9666666666666667,1,0,0,0,0,0,1.5,1.25,0.402,0.804,6.5,6.0,0.996,1.993,3,1
f1359250,430671,home,SEN,IRQ,Ismail JAKOBS,1,0.0,-1.0,-1.0,0.0,0.0,0.5222222222222223,0,0,0.5222222222222223,0,0,1,0,0,0,3.5,2.0,0.0,0.0,3.0,0.5,0.0,0.0,0,0
f1359250,403642,home,SEN,IRQ,Krepin DIATTA,1,0.0,-1.0,0.0,0.0,0.0,2.2333333333333334,0,1.1111111111111112,1.1222222222222222,0,0,1,0,0.0,0.0,3.5,2.0,0.0,0.0,3.0,0.5,0.0,0.0,0,0
f1359250,430690,home,SEN,IRQ,Moussa Niakhate,1,0.0,-1.0,0.0,0.0,0.0,2.2333333333333334,0,1.1111111111111112,1.1222222222222222,0,0,1,0,0.0,0.0,3.5,2.0,0.0,0.0,3.0,0.5,0.0,0.0,0,0
f1359250,332314,home,SEN,IRQ,Idrissa Gana GUEYE,2,0.0,-1.0,0.0,0.0,0.952,2.1,0,0.9777777777777777,1.1222222222222222,0,1,0,0,0.0,0.0,3.5,2.0,0.0,0.0,3.0,0.5,0.0,0.828,0,0
f1359250,464842,home,SEN,IRQ,Lamine CAMARA,2,0.0,-1.0,0.0,0.0,1.304,1.5333333333333332,0,0.8333333333333334,0.7,0,1,0,0,0.0,0.0,3.5,2.0,0.0,0.0,3.0,0.5,0.0,1.109,0,0
f1359250,353790,home,SEN,IRQ,Sadio MANE,3,0.448,-1.0,0.9,0.0,0.448,2.2333333333333334,0,1.1111111111111112,1.1222222222222222,1,0,0,0,0.9,0.0,3.5,2.0,0.448,0.448,3.0,0.5,0.51,0.51,1,1
f1359250,401889,home,SEN,IRQ,Ismaila SARR,3,1.534,-1.0,0.0,2.673,4.602,1.9555555555555557,0,0.8333333333333334,1.1222222222222222,1,0,0,0,0.0,0.0,3.5,2.0,0.767,1.534,3.0,0.5,1.348,4.481,2,1
f1359250,496358,home,SEN,IRQ,Ibrahim MBAYE,3,1.25,-1.0,3.6,0.0,2.5,0.8,0,0.2777777777777778,0.5222222222222223,1,0,0,0,3.6,0.0,3.5,2.0,0.625,1.25,3.0,0.5,1.487,2.611,0,0
f1359250,433571,away,IRQ,SEN,AHMED BASIL,0,0.0,-1.0,0.0,-1.0,0.0,1.0333333333333334,0,1.0333333333333334,0,0,0,0,1,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.0,0,0
f1359250,481183,away,IRQ,SEN,AKAM HASHIM,1,0.0,-1.0,0.0,-1.0,0.471,2.1222222222222222,0,2.1222222222222222,0,0,0,1,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.543,0,0
f1359250,479072,away,IRQ,SEN,MERCHAS DOSKI,1,0.0,-1.0,0.0,-1.0,0.0,2.1222222222222222,0,2.1222222222222222,0,0,0,1,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.0,0,0
f1359250,433585,away,IRQ,SEN,IBRAHIM BAYESH,2,0.0,-1.0,0.0,-1.0,0.616,1.6222222222222222,0,1.6222222222222222,0,0,1,0,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.706,0,0
f1359250,434026,away,IRQ,SEN,ZIDANE IQBAL,2,0.0,-1.0,0.0,-1.0,0.0,1.4666666666666668,0,1.4666666666666668,0,0,1,0,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.0,0,0
f1359250,433074,away,IRQ,SEN,AMIR ALAMMARI,2,0.0,-1.0,0.0,-1.0,0.0,1.8444444444444443,0,1.8444444444444443,0,0,1,0,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.0,0,0
f1359250,436628,away,IRQ,SEN,ALI ALHAMADI,3,0.0,-1.0,0.0,-1.0,4.286,1.4,0,1.4,0,1,0,0,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,4.329,0,0
f1359250,523236,away,IRQ,SEN,AHMED QASEM,3,0.0,-1.0,0.0,-1.0,0.0,1.3111111111111113,0,1.3111111111111113,0,1,0,0,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.0,0,0
f1359250,464457,away,IRQ,SEN,ALI JASIM,3,0.0,-1.0,0.0,-1.0,0.0,0.8111111111111111,0,0.8111111111111111,0,1,0,0,0,0.0,0.0,3.0,-2.0,0.0,0.0,0.5,3.0,0.0,0.0,1,1
f1359211,229498,home,URU,ESP,Fernando MUSLERA,0,0.0,-1.0,-1.0,0.0,0.0,2.2,0,0,2.2,0,0,0,1,0,0,0.0,-0.75,0.0,0.0,6.0,7.5,0.0,0.0,0,0
f1359211,419108,home,URU,ESP,Sebastian CACERES,1,0.0,-1.0,-1.0,0.0,1.364,2.2,0,0,2.2,0,0,1,0,0,0,0.0,-0.75,0.0,0.0,6.0,7.5,0.0,1.191,0,0
f1359211,368660,home,URU,ESP,Guillermo VARELA,1,0.0,-1.0,-1.0,0.0,0.909,2.2,0,0,2.2,0,0,1,0,0,0,0.0,-0.75,0.0,0.0,6.0,7.5,0.0,0.564,0,0
f1359211,402893,home,URU,ESP,Mathias OLIVERA,1,0.0,-1.0,-1.0,0.0,0.455,2.2,0,0,2.2,0,0,1,0,0,0,0.0,-0.75,0.0,0.0,6.0,7.5,0.0,0.282,1,1
f1359211,441623,home,URU,ESP,Manuel UGARTE,2,0.634,-1.0,-1.0,0.634,1.901,1.577777777777778,0,0,1.577777777777778,0,1,0,0,0,0,0.0,-0.75,0.317,0.571,6.0,7.5,0.395,1.67,0,0
f1359211,386538,home,URU,ESP,Rodrigo BENTANCUR,2,0.0,-1.0,-1.0,0.0,1.364,2.2,0,0,2.2,0,1,0,0,0,0,0.0,-0.75,0.0,0.0,6.0,7.5,0.0,1.536,0,0
f1359211,402884,home,URU,ESP,Federico VALVERDE,2,0.909,-1.0,-1.0,0.909,4.545,2.2,0,0,2.2,0,1,0,0,0,0,0.0,-0.75,0.909,0.818,6.0,7.5,0.564,5.236,0,0
f1359211,402876,home,URU,ESP,Agustin CANOBBIO,2,0.455,-1.0,-1.0,0.455,1.364,2.2,0,0,2.2,0,1,0,0,0,0,0.0,-0.75,0.455,0.41,6.0,7.5,0.627,1.536,0,0
f1359211,419100,home,URU,ESP,Maxi ARAUJO,2,1.667,-1.0,-1.0,1.667,2.222,1.8,0,0,1.8,0,1,0,0,0,0,0.0,-0.75,0.834,1.5,6.0,7.5,1.456,2.222,0,0
f1359211,419134,home,URU,ESP,Juan Manuel SANABRIA,2,0.0,-1.0,-1.0,0.0,1.364,2.2,0,0,2.2,0,1,0,0,0,0,0.0,-0.75,0.0,0.0,6.0,7.5,0.0,0.846,0,0
f1359211,430753,away,ESP,URU,Unai SIMON,0,0.0,0.0,-1.0,-1.0,0.0,2.166666666666667,2.166666666666667,0,0,0,0,0,1,0,0,1.5,0.75,0.0,0.0,7.5,6.0,0.0,0.0,0,0
f1359211,382739,away,ESP,URU,Marcos LLORENTE,1,0.0,0.0,-1.0,-1.0,0.0,1.0666666666666667,1.0666666666666667,0,0,0,0,1,0,0,0,1.5,0.75,0.0,0.0,7.5,6.0,-1.0,0,0,0
f1359211,335999,away,ESP,URU,Aymeric LAPORTE,1,0.462,0.462,-1.0,-1.0,0.923,2.166666666666667,2.166666666666667,0,0,0,0,1,0,0,0,1.5,0.75,0.462,0.185,7.5,6.0,0.0,0.0,0,0
f1359211,474973,away,ESP,URU,Pau CUBARSI,1,0.0,0.0,-1.0,-1.0,0.462,2.166666666666667,2.166666666666667,0,0,0,0,1,0,0,0,1.5,0.75,0.0,0.0,7.5,6.0,0.0,0.0,0,0
f1359211,430735,away,ESP,URU,Marc CUCURELLA,1,0.923,0.923,-1.0,-1.0,1.385,2.166666666666667,2.166666666666667,0,0,0,0,1,0,0,0,1.5,0.75,0.923,0.369,7.5,6.0,0.909,0.909,0,0
f1359211,430733,away,ESP,URU,Mikel MERINO,2,1.429,1.429,-1.0,-1.0,2.857,0.7,0.7,0,0,0,1,0,0,0,0,1.5,0.75,0.715,1.286,7.5,6.0,0.0,2.368,0,0
f1359211,447860,away,ESP,URU,Alex BAENA,2,0.0,0.0,-1.0,-1.0,2.951,0.6777777777777778,0.6777777777777778,0,0,0,1,0,0,0,0,1.5,0.75,0.0,0.0,7.5,6.0,0.0,2.951,1,1
f1359211,411375,away,ESP,URU,RODRI,2,0.0,0.0,-1.0,-1.0,1.452,2.066666666666667,2.066666666666667,0,0,0,1,0,0,0,0,1.5,0.75,0.0,0.0,7.5,6.0,0.0,0.909,0,0
f1359211,423646,away,ESP,URU,PEDRI,2,0.542,0.542,-1.0,-1.0,1.627,1.8444444444444446,1.8444444444444446,0,0,0,1,0,0,0,0,1.5,0.75,0.271,0.488,7.5,6.0,0.0,1.286,0,0
f1359211,430751,away,ESP,URU,Mikel OYARZABAL,3,0.938,0.938,-1.0,-1.0,4.688,1.0666666666666667,1.0666666666666667,0,0,1,0,0,0,0,0,1.5,0.75,0.469,0.938,7.5,6.0,-1.0,0,0,0
f1359247,364752,home,CPV,KSA,VOZINHA,0,0.0,-1.0,0.0,-1.0,0.0,2.166666666666667,0,2.166666666666667,0,0,0,0,1,0.0,0.0,2.5,-0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0
f1359247,409241,home,CPV,KSA,DINEY BORGES,1,0.462,-1.0,0.462,-1.0,0.923,2.166666666666667,0,2.166666666666667,0,0,0,1,0,0.0,0.462,2.5,-0.0,0.462,0.185,2.5,2.5,0.581,0.927,0,0
f1359247,477770,home,CPV,KSA,PICO LOPES,1,0.0,-1.0,0.0,-1.0,0.462,2.166666666666667,0,2.166666666666667,0,0,0,1,0,0.0,0.0,2.5,-0.0,0.0,0.0,2.5,2.5,0.0,0.345,0,0
f1359247,477852,home,CPV,KSA,KEVIN PINA,2,0.542,-1.0,0.542,-1.0,1.084,1.8444444444444446,0,1.8444444444444446,0,0,1,0,0,0.0,0.0,2.5,-0.0,0.271,0.488,2.5,2.5,0.388,1.043,0,0
f1359247,401894,home,CPV,KSA,JAMIRO MONTEIRO,2,0.0,-1.0,0.0,-1.0,1.132,1.7666666666666666,0,1.7666666666666666,0,0,1,0,0,0.0,0.0,2.5,-0.0,0.0,0.0,2.5,2.5,0.0,0.845,1,1
f1359247,477827,home,CPV,KSA,DEROY DUARTE,2,0.0,-1.0,0.0,-1.0,0.0,1.488888888888889,0,1.488888888888889,0,0,1,0,0,0.0,0.0,2.5,-0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0
f1359247,482782,home,CPV,KSA,DAILON LIVRAMENTO,3,0.0,-1.0,0.0,-1.0,1.475,0.6777777777777778,0,0.6777777777777778,0,1,0,0,0,0.0,0.0,2.5,-0.0,0.0,0.0,2.5,2.5,0.0,1.475,0,0
f1359247,355642,home,CPV,KSA,RYAN MENDES,3,0.0,-1.0,0.0,-1.0,1.385,2.166666666666667,0,2.166666666666667,0,1,0,0,0,0.0,0.0,2.5,-0.0,0.0,0.0,2.5,2.5,0.0,1.272,0,0
f1359247,396885,away,KSA,CPV,MOHAMMED ALOWAIS,0,0.0,-1.0,0.0,-1.0,0.0,2.2,0,2.2,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0
f1359247,403312,away,KSA,CPV,Abdulelah ALAMRI,1,1.132,-1.0,1.132,-1.0,1.698,1.7666666666666666,0,1.7666666666666666,0,0,0,1,0,0.0,1.132,1.0,0.0,0.566,0.453,2.5,2.5,1.021,1.679,0,0
