fid,pid,side,cc,opp_cc,name,position,ot_overall,ot_vs_weak,ot_vs_strong,ot_vs_medium,att_overall,matches_played,n_vs_weak,n_vs_strong,n_vs_medium,is_FW,is_MF,is_DF,is_GK,ot_x_FW,ot_x_DF,opp_gc_per_match,team_favoredness,ot_overall_weighted,ot_position_adjusted,own_team_capacity,opp_team_capacity,ot_overall_strength_adj,att_overall_strength_adj,shots_on_target_actual,y
f1359247,403335,away,KSA,CPV,HASSAN ALTAMBAKTI,1,0.0,-1.0,0.0,-1.0,0.0,2.2,0,2.2,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0
f1359247,419281,away,KSA,CPV,SAUD ABDULHAMID,1,0.0,-1.0,0.0,-1.0,0.471,2.1222222222222222,0,2.1222222222222222,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,0.41,0,0
f1359247,403319,away,KSA,CPV,NASSER ALDAWSARI,2,0.0,-1.0,0.0,-1.0,0.0,1.4,0,1.4,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0
f1359247,411624,away,KSA,CPV,ABDULLAH ALKHAIBARI,2,0.0,-1.0,0.0,-1.0,0.909,1.1,0,1.1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,0.909,0,0
f1359247,407993,away,KSA,CPV,MOHAMED KANNO,2,0.455,-1.0,0.455,-1.0,0.909,2.2,0,2.2,0,0,1,0,0,0.0,0.0,1.0,0.0,0.455,0.41,2.5,2.5,0.397,0.794,1,1
f1359247,419291,away,KSA,CPV,FERAS ALBRIKAN,3,0.0,-1.0,0.0,-1.0,0.0,1.6888888888888887,0,1.6888888888888887,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0
f1359247,339745,away,KSA,CPV,SALEM ALDAWSARI,3,0.455,-1.0,0.455,-1.0,0.909,2.2,0,2.2,0,1,0,0,0,0.455,0.0,1.0,0.0,0.455,0.455,2.5,2.5,0.512,0.909,0,0
f1359208,368535,home,NZL,BEL,Max CROCOMBE,0,0.0,-1.0,0.0,-1.0,0.0,2.188888888888889,0,2.188888888888889,0,0,0,0,1,0.0,0.0,0.5,-2.25,0.0,0.0,6.5,5.0,0.0,0.0,0,0
f1359208,331463,home,NZL,BEL,Tim PAYNE,1,0.0,-1.0,0.0,-1.0,0.0,1.7999999999999998,0,1.7999999999999998,0,0,0,1,0,0.0,0.0,0.5,-2.25,0.0,0.0,6.5,5.0,0.0,0.0,0,0
f1359208,405469,home,NZL,BEL,Liberato CACACE,1,0.625,-1.0,0.625,-1.0,0.625,1.6,0,1.6,0,0,0,1,0,0.0,0.625,0.5,-2.25,0.312,0.25,6.5,5.0,0.664,0.664,0,0
f1359208,463580,home,NZL,BEL,Finn SURMAN,1,0.457,-1.0,0.457,-1.0,0.914,2.188888888888889,0,2.188888888888889,0,0,0,1,0,0.0,0.457,0.5,-2.25,0.457,0.183,6.5,5.0,0.431,0.915,0,0
f1359208,390181,home,NZL,BEL,Joe BELL,2,0.0,-1.0,0.0,-1.0,0.457,2.188888888888889,0,2.188888888888889,0,0,1,0,0,0.0,0.0,0.5,-2.25,0.0,0.0,6.5,5.0,0.0,0.431,0,0
f1359208,423595,home,NZL,BEL,Marko STAMENIC,2,0.0,-1.0,0.0,-1.0,1.399,2.1444444444444444,0,2.1444444444444444,0,0,1,0,0,0.0,0.0,0.5,-2.25,0.0,0.0,6.5,5.0,0.0,1.376,0,0
f1359208,390209,home,NZL,BEL,Sarpreet SINGH,2,1.071,-1.0,1.071,-1.0,2.143,1.8666666666666667,0,1.8666666666666667,0,0,1,0,0,0.0,0.0,0.5,-2.25,0.535,0.964,6.5,5.0,1.128,2.193,0,0
f1359208,405454,home,NZL,BEL,Elijah JUST,2,1.492,-1.0,1.492,-1.0,1.989,2.011111111111111,0,2.011111111111111,0,0,1,0,0,0.0,0.0,0.5,-2.25,1.492,1.343,6.5,5.0,1.515,1.982,2,1
f1359208,336641,home,NZL,BEL,Ryan THOMAS,2,0.0,-1.0,0.0,-1.0,0.0,0.5888888888888889,0,0.5888888888888889,0,0,1,0,0,0.0,0.0,0.5,-2.25,0.0,0.0,6.5,5.0,0.0,0.0,0,0
f1359208,274078,home,NZL,BEL,Chris WOOD,3,0.914,-1.0,0.914,-1.0,2.284,2.188888888888889,0,2.188888888888889,0,1,0,0,0,0.914,0.0,0.5,-2.25,0.914,0.914,6.5,5.0,0.968,2.368,0,0
f1359208,358106,away,BEL,NZL,Thibaut COURTOIS,0,0.0,-1.0,-1.0,0.0,0.0,2.1333333333333333,0,0,2.1333333333333333,0,0,0,1,0,0,2.5,2.25,0.0,0.0,5.0,6.5,0.0,0.0,0,0
f1359208,448360,away,BEL,NZL,Brandon MECHELE,1,0.469,-1.0,-1.0,0.469,1.406,2.1333333333333333,0,0,2.1333333333333333,0,0,1,0,0,0,2.5,2.25,0.469,0.188,5.0,6.5,0.765,1.703,0,0
f1359208,448373,away,BEL,NZL,Maxim DE CUYPER,1,2.647,-1.0,-1.0,2.647,3.309,1.511111111111111,0,0,1.511111111111111,0,0,1,0,0,0,2.5,2.25,1.323,1.059,5.0,6.5,1.315,1.644,1,1
f1359208,411443,away,BEL,NZL,Timothy CASTAGNE,1,0.0,-1.0,-1.0,0.0,0.0,1.0444444444444445,0,0,1.0444444444444445,0,0,1,0,0,0,2.5,2.25,0.0,0.0,5.0,6.5,0.0,0.0,0,0
f1359208,358120,away,BEL,NZL,Kevin DE BRUYNE,2,1.047,-1.0,-1.0,1.047,4.709,1.911111111111111,0,0,1.911111111111111,0,1,0,0,0,0,2.5,2.25,0.523,0.942,5.0,6.5,1.054,4.411,2,1
f1359208,401444,away,BEL,NZL,Youri TIELEMANS,2,0.469,-1.0,-1.0,0.469,1.875,2.1333333333333333,0,0,2.1333333333333333,0,1,0,0,0,0,2.5,2.25,0.469,0.422,5.0,6.5,0.172,1.875,0,0
f1359208,448343,away,BEL,NZL,Hans VANAKEN,2,0.0,-1.0,-1.0,0.0,3.673,0.5444444444444444,0,0,0.5444444444444444,0,1,0,0,0,0,2.5,2.25,0.0,0.0,5.0,6.5,0.0,2.072,0,0
f1359208,448355,away,BEL,NZL,Leandro TROSSARD,3,0.0,-1.0,-1.0,0.0,1.875,2.1333333333333333,0,0,2.1333333333333333,1,0,0,0,0,0,2.5,2.25,0.0,0.0,5.0,6.5,0.0,2.468,2,1
f1359208,448341,away,BEL,NZL,Jeremy DOKU,3,0.0,-1.0,-1.0,0.0,1.059,0.9444444444444444,0,0,0.9444444444444444,1,0,0,0,0,0,2.5,2.25,0.0,0.0,5.0,6.5,0.0,1.059,1,1
f1359208,448362,away,BEL,NZL,Charles DE KETELAERE,3,0.0,-1.0,-1.0,0.0,0.0,0.7333333333333333,0,0,0.7333333333333333,1,0,0,0,0,0,2.5,2.25,0.0,0.0,5.0,6.5,0.0,0.0,1,1
f1359244,416906,home,EGY,IRN,MOSTAFA SHOUBIR,0,0.0,-1.0,0.0,0.0,0.0,2.188888888888889,0,1.0666666666666667,1.1222222222222222,0,0,0,1,0.0,0.0,1.0,-0.0,0.0,0.0,5.0,3.5,0.0,0.0,0,0
f1359244,408950,home,EGY,IRN,MOHAMED HANY,1,0.0,-1.0,0.0,0.0,1.371,2.188888888888889,0,1.0666666666666667,1.1222222222222222,0,0,1,0,0.0,0.0,1.0,-0.0,0.0,0.0,5.0,3.5,0.0,1.694,0,0
f1359244,344661,home,EGY,IRN,RAMY RABIA,1,0.0,-1.0,0.0,0.0,0.0,0.9444444444444444,0,0.2777777777777778,0.6666666666666666,0,0,1,0,0.0,0.0,1.0,-0.0,0.0,0.0,5.0,3.5,0.0,0.0,0,0
f1359244,430477,home,EGY,IRN,AHMED FATOUH,1,0.476,-1.0,0.0,0.891,0.476,2.1,0,0.9777777777777777,1.1222222222222222,0,0,1,0,0.0,0.0,1.0,-0.0,0.476,0.19,5.0,3.5,0.176,0.176,0,0
f1359244,430482,home,EGY,IRN,EMAM ASHOUR,2,0.581,-1.0,1.268,0.0,2.903,1.7222222222222223,0,0.7888888888888889,0.9333333333333333,0,1,0,0,0.0,0.0,1.0,-0.0,0.29,0.523,5.0,3.5,1.012,2.672,0,0
f1359244,483161,home,EGY,IRN,MOSTAFA ZICO,2,1.184,-1.0,1.184,1.184,3.553,1.6888888888888889,0,0.8444444444444444,0.8444444444444444,0,1,0,0,0.0,0.0,1.0,-0.0,0.592,1.066,5.0,3.5,1.184,2.786,0,0
f1359244,433469,home,EGY,IRN,MOHANAD LASHIN,2,0.0,-1.0,0.0,0.0,0.0,2.188888888888889,0,1.0666666666666667,1.1222222222222222,0,1,0,0,0.0,0.0,1.0,-0.0,0.0,0.0,5.0,3.5,0.0,0.0,0,0
f1359244,344654,home,EGY,IRN,MOHAMED SALAH,3,1.688,-1.0,1.184,2.143,3.375,1.7777777777777777,0,0.8444444444444444,0.9333333333333333,1,0,0,0,1.184,0.0,1.0,-0.0,0.844,1.688,5.0,3.5,1.368,1.982,0,0
f1359244,380007,away,IRN,EGY,Alireza BEIRANVAND,0,0.0,-1.0,0.0,0.0,0.0,2.1333333333333333,0,1.0666666666666667,1.0666666666666667,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,0,0
f1359244,346743,away,IRN,EGY,Shoja KHALILZADEH,1,0.0,-1.0,0.0,0.0,0.469,2.1333333333333333,0,1.0666666666666667,1.0666666666666667,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,5.0,0.0,0.575,0,0
f1359244,390537,away,IRN,EGY,Milad MOHAMMADI,1,0.0,-1.0,0.0,0.0,0.0,1.4,0,0.3333333333333333,1.0666666666666667,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,1,1
f1359244,390534,away,IRN,EGY,Hossein KANANI,1,0.938,-1.0,0.938,-1.0,0.938,1.0666666666666667,0,1.0666666666666667,0,0,0,1,0,0.0,0.938,1.0,0.0,0.469,0.375,3.5,5.0,0.938,0.938,0,0
f1359244,489603,away,IRN,EGY,Ali NEMATI,1,0.0,-1.0,0.0,0.0,0.469,2.1333333333333333,0,1.0666666666666667,1.0666666666666667,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,5.0,0.0,0.363,0,0
f1359244,384797,away,IRN,EGY,Ramin REZAEIAN,1,0.469,-1.0,0.0,0.938,0.469,2.1333333333333333,0,1.0666666666666667,1.0666666666666667,0,0,1,0,0.0,0.0,1.0,0.0,0.469,0.188,3.5,5.0,0.363,0.363,1,1
f1359244,371736,away,IRN,EGY,Saeid EZATOLAHI,2,0.994,-1.0,1.059,0.938,1.989,2.011111111111111,0,0.9444444444444444,1.0666666666666667,0,1,0,0,0.0,0.0,1.0,0.0,0.994,0.895,3.5,5.0,1.008,2.017,0,0
f1359244,448497,away,IRN,EGY,Mohammad MOHEBBI,2,0.556,-1.0,0.0,0.938,1.111,1.7999999999999998,0,0.7333333333333333,1.0666666666666667,0,1,0,0,0.0,0.0,1.0,0.0,0.278,0.5,3.5,5.0,0.449,0.898,0,0
f1359244,411644,away,IRN,EGY,Saman GHODDOS,2,0.0,-1.0,0.0,0.0,1.25,1.6,0,0.8777777777777778,0.7222222222222222,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,5.0,0.0,0.947,0,0
f1359244,388475,away,IRN,EGY,Mehdi TAREMI,3,0.511,-1.0,0.938,0.0,1.534,1.9555555555555555,0,1.0666666666666667,0.8888888888888888,1,0,0,0,0.938,0.0,1.0,0.0,0.256,0.511,3.5,5.0,0.614,1.39,1,1
